"trial_type","rt","stimulus","response","trial_index","plugin_version","time_elapsed","prolific_pid","study_id","session_id","exp_version","goal_condition","base_rate_condition","decision_structure","completion_time","view_history","question_order","correct","option_order","trial_id","base_rate","raw_response","value"
"html-button-response","67596","
    <h2 style=""text-align: center;"">STANFORD UNIVERSITY</h2>
    <h3 style=""text-align: center;"">Research Information Sheet</h3>
    <div class=""instructions-box"" style=""font-size: 15px; line-height: 1.5;"">
        <p><strong>Protocol Director:</strong> Robert Hawkins<br>
        <strong>Protocol Title:</strong> Communication and social cognition in natural audiovisual contexts<br>
        <strong>IRB#</strong> 77226</p>

        <p><strong>DESCRIPTION:</strong> You are invited to participate in a research study about language and communication. The purpose of the research is to understand how people formulate questions to gather information in uncertain situations. This research will be conducted through the Prolific platform, including participants from the US, UK, and Canada.</p>

        <p><strong>TIME INVOLVEMENT:</strong> The task will last the amount of time advertised on Prolific. You are free to withdraw from the study at any time.</p>

        <p><strong>RISKS AND BENEFITS:</strong> Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. This study advances our scientific understanding of how people communicate and make decisions. We cannot and do not guarantee or promise that you will receive any benefits from this study.</p>

        <p><strong>PAYMENTS:</strong> You will receive payment in the amount advertised on Prolific. If you do not complete this study, you will receive prorated payment based on the time that you have spent.</p>

        <p><strong>PARTICIPANT'S RIGHTS:</strong> If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and written data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you.</p>

        <p><strong>CONTACT INFORMATION:</strong><br>
        <em>Questions:</em> If you have any questions, concerns or complaints about this research, its procedures, risks and benefits, contact the Protocol Director, Robert Hawkins (rdhawkins@stanford.edu).<br><br>
        <em>Independent Contact:</em> If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at 650-723-2480 or toll free at 1-866-680-2906, or email at irb2-manager@stanford.edu. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306.</p>

        <p style=""text-align: center; margin-top: 20px;""><strong>Please save or print a copy of this page for your records.<br>If you agree to participate in this research, please click ""Continue"".</strong></p>
    </div>
","0","0","2.0.0","67601","5ebd841ddea21b08a0aa3057","696ee8c5c568b0a38ae820bf","6976b38842704de9e9b48cad","exp1","cont","0.2","singleton","2026-01-26T00:27:12.037Z","","","","","","","",""
"instructions","144879","","","1","2.0.0","212481","5ebd841ddea21b08a0aa3057","696ee8c5c568b0a38ae820bf","6976b38842704de9e9b48cad","exp1","cont","0.2","singleton","2026-01-26T00:27:12.037Z","[{""page_index"":0,""viewing_time"":8674},{""page_index"":1,""viewing_time"":74179},{""page_index"":2,""viewing_time"":12051},{""page_index"":3,""viewing_time"":23585},{""page_index"":4,""viewing_time"":26389}]","","","","","","",""
"survey-multi-choice","10876","","{""goal_check"":""Find out the contaminant that went in the vials""}","2","2.0.0","223362","5ebd841ddea21b08a0aa3057","696ee8c5c568b0a38ae820bf","6976b38842704de9e9b48cad","exp1","cont","0.2","singleton","2026-01-26T00:27:12.037Z","","[0]","true","[""Ask your colleague multiple questions"",""Run experiment on an uncontaminated vial"",""Test as many vials as possible"",""Find out the contaminant that went in the vials""]","","","",""
"html-button-response","1233","<p class=""check-correct"">✓ Correct! Let's continue.</p>","0","3","2.0.0","224598","5ebd841ddea21b08a0aa3057","696ee8c5c568b0a38ae820bf","6976b38842704de9e9b48cad","exp1","cont","0.2","singleton","2026-01-26T00:27:12.037Z","","","","","","","",""
"survey-multi-choice","6494","","{""colleague_check"":""The colleague knows for certain about some vials, not about others.""}","4","2.0.0","231094","5ebd841ddea21b08a0aa3057","696ee8c5c568b0a38ae820bf","6976b38842704de9e9b48cad","exp1","cont","0.2","singleton","2026-01-26T00:27:12.037Z","","[0]","true","[""The colleague knows for certain about some vials, not about others."",""The colleague knows the status of all the vials."",""It depends on the trial."",""The colleague knows nothing.""]","","","",""
"html-button-response","1085","<p class=""check-correct"">✓ Correct! Let's continue.</p>","0","5","2.0.0","232182","5ebd841ddea21b08a0aa3057","696ee8c5c568b0a38ae820bf","6976b38842704de9e9b48cad","exp1","cont","0.2","singleton","2026-01-26T00:27:12.037Z","","","","","","","",""
"survey-multi-choice","5540","","{""baserate_check"":""only a few contaminated, mostly uncontaminated""}","6","2.0.0","237724","5ebd841ddea21b08a0aa3057","696ee8c5c568b0a38ae820bf","6976b38842704de9e9b48cad","exp1","cont","0.2","singleton","2026-01-26T00:27:12.037Z","","[0]","true","[""mostly contaminated, only a few uncontaminated"",""I don't know"",""only a few contaminated, mostly uncontaminated"",""half contaminated, half uncontaminated""]","","","",""
"html-button-response","1035","<p class=""check-correct"">✓ Correct! You're ready to begin.</p>","0","7","2.0.0","238763","5ebd841ddea21b08a0aa3057","696ee8c5c568b0a38ae820bf","6976b38842704de9e9b48cad","exp1","cont","0.2","singleton","2026-01-26T00:27:12.037Z","","","","","","","",""
"survey-html-form","41224","","{""completion"":""contaminated""}","8","2.0.0","279995","5ebd841ddea21b08a0aa3057","696ee8c5c568b0a38ae820bf","6976b38842704de9e9b48cad","exp1","cont","0.2","singleton","2026-01-26T00:27:12.037Z","","","","","exp1_trial1","0.2","contaminated",""
"survey-text","45595","","{""strategy"":""My main goal is to find the source of the contamination, so it makes the most sense to ask my colleague which vial is contaminated.""}","9","2.0.0","325595","5ebd841ddea21b08a0aa3057","696ee8c5c568b0a38ae820bf","6976b38842704de9e9b48cad","exp1","cont","0.2","singleton","2026-01-26T00:27:12.037Z","","","","","","","",""
